Date,Open,High,Low,Close,Adj Close,Volume
2022-12-09,173.839996,182.500000,173.360001,179.050003,179.050003,104872300
2022-12-12,176.100006,177.369995,167.520004,167.820007,167.820007,109794500
2022-12-13,174.869995,175.050003,156.910004,160.949997,160.949997,175862700
2022-12-14,159.250000,161.619995,155.309998,156.800003,156.800003,140682300
2022-12-15,153.440002,160.929993,153.279999,157.669998,157.669998,122334500
2022-12-16,159.639999,160.990005,150.039993,150.229996,150.229996,139032200
2022-12-19,154.000000,155.250000,145.820007,149.869995,149.869995,139390600
2022-12-20,146.050003,148.470001,137.660004,137.800003,137.800003,159563300
2022-12-21,139.339996,141.259995,135.889999,137.570007,137.570007,145417400
2022-12-22,136.000000,136.630005,122.260002,125.349998,125.349998,210090300
2022-12-23,126.370003,128.619995,121.019997,123.150002,123.150002,166989700
2022-12-27,117.500000,119.669998,108.760002,109.099998,109.099998,208643400
2022-12-28,110.349998,116.269997,108.239998,112.709999,112.709999,221070500
2022-12-29,120.389999,123.570000,117.500000,121.820000,121.820000,221923300
2022-12-30,119.949997,124.480003,119.750000,123.180000,123.180000,157304500
2023-01-03,118.470001,118.800003,104.639999,108.099998,108.099998,231402800
2023-01-04,109.110001,114.589996,107.519997,113.639999,113.639999,180389000
2023-01-05,110.510002,111.750000,107.160004,110.339996,110.339996,157986300
2023-01-06,103.000000,114.389999,101.809998,113.059998,113.059998,220575900
2023-01-09,118.959999,123.519997,117.110001,119.769997,119.769997,190284000
2023-01-10,121.070000,122.760002,114.919998,118.849998,118.849998,167642500
2023-01-11,122.089996,125.949997,120.510002,123.220001,123.220001,183810800
2023-01-12,122.559998,124.129997,117.000000,123.559998,123.559998,169400900
2023-01-13,116.550003,122.629997,115.599998,122.400002,122.400002,180439300
2023-01-17,125.699997,131.699997,125.019997,131.490005,131.490005,186477000
2023-01-18,136.559998,136.679993,127.010002,128.779999,128.779999,195680300
2023-01-19,127.260002,129.990005,124.309998,127.169998,127.169998,170291900
2023-01-20,128.679993,133.509995,127.349998,133.419998,133.419998,138429900
2023-01-23,135.869995,145.380005,134.270004,143.750000,143.750000,203119200
2023-01-24,143.000000,146.500000,141.100006,143.889999,143.889999,158699100
2023-01-25,141.910004,146.410004,138.070007,144.429993,144.429993,192734300
2023-01-26,159.970001,161.419998,154.759995,160.270004,160.270004,234815100
2023-01-27,162.429993,180.679993,161.169998,177.899994,177.899994,305632100
2023-01-30,178.050003,179.770004,166.500000,166.660004,166.660004,230878800
2023-01-31,164.570007,174.300003,162.779999,173.220001,173.220001,196813500
2023-02-01,173.889999,183.809998,169.929993,181.410004,181.410004,213806300
2023-02-02,187.330002,196.750000,182.610001,188.270004,188.270004,217448300
2023-02-03,183.949997,199.000000,183.690002,189.979996,189.979996,231684200
2023-02-06,193.009995,198.169998,189.919998,194.759995,194.759995,186188100
2023-02-07,196.429993,197.500000,189.550003,196.809998,196.809998,186010300
2023-02-08,196.100006,203.000000,194.309998,201.289993,201.289993,180673600
2023-02-09,207.779999,214.000000,204.770004,207.320007,207.320007,215431400
2023-02-10,202.229996,206.199997,192.889999,196.889999,196.889999,204193800
2023-02-13,194.419998,196.300003,187.610001,194.639999,194.639999,172139900
